dataset,file,layer,sequence,batch_id,request_class,address,bytes,producer_sequence,producer_ready_cycle,enqueue_cycle,first_issue_cycle,completion_cycle
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7594,9,input,5701632,59392,9,219250,219250,1711498,1772528
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7595,9,input,5761024,59392,9,219250,219250,1712058,1772892
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7596,9,input,5820416,59392,9,219250,219250,580500,1773132
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7597,9,input,5879808,59392,9,219250,219250,1733606,1773514
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7598,9,input,5939200,59392,9,219250,219250,1717394,1773778
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7599,9,input,5998592,59392,9,219250,219250,1716052,1774836
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7600,9,input,6057984,59392,9,219250,219250,1729568,1774244
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7601,9,input,6117376,59392,9,219250,219250,1733816,1774878
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7602,9,input,6176768,59392,9,219250,219250,1719510,1775144
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7603,9,input,6236160,59392,9,219250,219250,1716136,1775316
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7604,9,input,6295552,59392,9,219250,219250,1730328,1775654
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7605,9,input,6354944,59392,9,219250,219250,1735164,1776202
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7606,9,input,6414336,59392,9,219250,219250,1721596,1776684
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7607,9,input,6473728,59392,9,219250,219250,1719298,1775850
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7608,9,input,6533120,59392,9,219250,219250,1730512,1777374
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7609,9,input,6592512,59392,9,219250,219250,1737366,1776392
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7610,9,input,6651904,59392,9,219250,219250,1722674,1776730
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7611,9,input,6711296,59392,9,219250,219250,1720344,1778270
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7612,9,input,6770688,59392,9,219250,219250,1733350,1778570
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7613,9,input,6830080,59392,9,219250,219250,1738836,1778912
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7614,9,input,6889472,59392,9,219250,219250,1722886,1777778
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7615,9,input,6948864,59392,9,219250,219250,1720808,1778328
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7616,9,input,7008256,59392,9,219250,219250,1734628,1778774
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7617,9,input,7067648,59392,9,219250,219250,1740164,1779234
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7618,9,input,7127040,59392,9,219250,219250,1722948,1777850
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7619,9,input,7186432,59392,9,219250,219250,1722088,1778386
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7620,9,input,7245824,59392,9,219250,219250,1735210,1778818
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7621,9,input,7305216,59392,9,219250,219250,1741828,1779264
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7622,9,input,7364608,59392,9,219250,219250,1723974,1779362
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7623,9,input,7424000,59392,9,219250,219250,1722210,1779778
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7624,9,input,7483392,59392,9,219250,219250,1735684,1780148
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7625,9,input,7542784,59392,9,219250,219250,1743766,1780370
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7626,9,input,7602176,59392,9,219250,219250,1724292,1780696
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7627,9,input,7661568,59392,9,219250,219250,1722896,1779850
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7628,9,input,7720960,59392,9,219250,219250,1735772,1780206
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7629,9,input,7780352,59392,9,219250,219250,1744004,1781496
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7630,9,input,7839744,59392,9,219250,219250,1725298,1781894
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7631,9,input,7899136,59392,9,219250,219250,1723410,1782398
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7632,9,input,7958528,59392,9,219250,219250,1737800,1782906
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7633,9,input,8017920,59392,9,219250,219250,1744954,1783128
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7634,9,input,8077312,59392,9,219250,219250,1726142,1783350
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7635,9,input,8136704,59392,9,219250,219250,1724314,1783700
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7636,9,input,8196096,59392,9,219250,219250,1737910,1782978
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7637,9,input,8255488,59392,9,219250,219250,1745054,1784756
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7638,9,input,8314880,59392,9,219250,219250,1726192,1785028
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7639,9,input,8374272,59392,9,219250,219250,1724352,1785278
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7640,9,input,8433664,59392,9,219250,219250,1738618,1785574
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7641,9,input,8493056,59392,9,219250,219250,1745310,1784942
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7642,9,input,8552448,59392,9,219250,219250,1726278,1785086
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7643,9,input,8611840,59392,9,219250,219250,1726612,1785382
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7644,9,input,8671232,59392,9,219250,219250,1739784,1785648
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7645,9,input,8730624,59392,9,219250,219250,1745884,1785014
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7646,9,input,8790016,59392,9,219250,219250,1728226,1785144
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7647,9,input,8849408,59392,9,219250,219250,1727272,1785410
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7648,9,input,8908800,59392,9,219250,219250,1739932,1785678
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7649,9,input,8968192,59392,9,219250,219250,1746554,1786028
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7650,9,input,9027584,59392,9,219250,219250,1729400,1786494
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7651,9,input,9086976,59392,9,219250,219250,1728912,1787314
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7652,9,input,9146368,59392,9,219250,219250,1741346,1787540
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7653,9,input,9205760,59392,9,219250,219250,1746920,1786174
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7654,9,input,9265152,59392,9,219250,219250,1732478,1787920
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7655,9,input,9324544,59392,9,219250,219250,1728984,1788432
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7656,9,input,9383936,59392,9,219250,219250,1742332,1788898
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7657,9,input,9443328,59392,9,219250,219250,1746956,1787672
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7658,9,input,9502720,59392,9,219250,219250,1733754,1787978
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7659,9,input,9562112,59392,9,219250,219250,1732998,1788476
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7660,9,input,9621504,59392,9,219250,219250,1742520,1788912
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7661,9,input,9680896,59392,9,219250,219250,1747050,1787746
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7662,9,input,9740288,59392,9,219250,219250,1736892,1788036
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7663,9,input,9799680,59392,9,219250,219250,1734206,1789802
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7664,9,input,9859072,59392,9,219250,219250,1742844,1790242
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7665,9,input,9918464,59392,9,219250,219250,1747578,1790928
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7666,9,input,9977856,59392,9,219250,219250,1740432,1792626
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7667,9,input,10037248,59392,9,219250,219250,1735692,1791870
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7668,9,input,10096640,59392,9,219250,219250,1743696,1792266
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7669,9,input,10156032,59392,9,219250,219250,1747976,1792474
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7670,9,input,10215424,59392,9,219250,219250,1740730,1792778
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7671,9,input,10274816,59392,9,219250,219250,1737056,1791944
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7672,9,input,10334208,59392,9,219250,219250,1743786,1793012
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7673,9,input,10393600,59392,9,219250,219250,1748054,1793470
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7674,9,input,10452992,59392,9,219250,219250,1740890,1793732
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7675,9,input,10512384,59392,9,219250,219250,1737822,1793980
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7676,9,input,10571776,59392,9,219250,219250,1744096,1794712
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7677,9,input,10631168,59392,9,219250,219250,1748084,1794788
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7678,9,input,10690560,59392,9,219250,219250,1742850,1795252
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7679,9,input,10749952,59392,9,219250,219250,1739146,1795588
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7680,9,input,10809344,59392,9,219250,219250,1744452,1795868
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7681,9,input,10868736,59392,9,219250,219250,1748114,1794860
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7682,9,input,10928128,59392,9,219250,219250,1742960,1795294
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7683,9,input,10987520,59392,9,219250,219250,1743372,1795904
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7684,9,input,11046912,59392,9,219250,219250,1746298,1796170
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7685,9,input,11106304,59392,9,219250,219250,1748214,1795006
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7686,9,input,11165696,59392,9,219250,219250,1744356,1795424
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7687,9,input,11225088,59392,9,219250,219250,1743544,1796714
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7688,9,input,11284480,59392,9,219250,219250,1746812,1797376
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7689,9,input,11343872,59392,9,219250,219250,1748370,1797686
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7690,9,input,11403264,59392,9,219250,219250,1744448,1797950
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7691,9,input,11462656,59392,9,219250,219250,1744008,1798156
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7692,9,input,11522048,59392,9,219250,219250,1746932,1798358
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7693,9,input,11581440,59392,9,219250,219250,1748802,1797788
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7694,9,input,11640832,59392,9,219250,219250,1745572,1798008
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7695,9,input,11700224,59392,9,219250,219250,1745448,1798200
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7696,9,input,11759616,59392,9,219250,219250,1747490,1798388
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7697,9,input,11819008,59392,9,219250,219250,1749030,1797862
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7698,9,input,11878400,59392,9,219250,219250,1746196,1798116
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7699,9,input,11937792,59392,9,219250,219250,1746276,1798520
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7700,9,input,11997184,59392,9,219250,219250,1747754,1798786
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7701,9,input,12056576,59392,9,219250,219250,1749064,1798152
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7702,9,input,12115968,59392,9,219250,219250,1746404,1798326
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7703,9,input,12175360,59392,9,219250,219250,1746604,1798564
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7704,9,input,12234752,59392,9,219250,219250,1748334,1798816
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7705,9,input,12294144,59392,9,219250,219250,1750522,1800158
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7706,9,input,12353536,59392,9,219250,219250,1747372,1799438
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7707,9,input,12412928,59392,9,219250,219250,1747412,1799846
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7708,9,input,12472320,59392,9,219250,219250,1748906,1800002
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7709,9,input,12531712,59392,9,219250,219250,1751100,1800188
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7710,9,input,12591104,59392,9,219250,219250,1747442,1800484
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7711,9,input,12650496,59392,9,219250,219250,1747456,1800010
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7712,9,input,12709888,59392,9,219250,219250,1749816,1800356
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7713,9,input,12769280,59392,9,219250,219250,1756954,1800488
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7714,9,input,12828672,59392,9,219250,219250,1747706,1800602
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7715,9,input,12888064,59392,9,219250,219250,1747674,1800082
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7716,9,input,12947456,59392,9,219250,219250,1751020,1800414
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7717,9,input,13006848,59392,9,219250,219250,1757016,1800532
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7718,9,input,13066240,59392,9,219250,219250,1748314,1800632
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7719,9,input,13125632,59392,9,219250,219250,1747776,1800582
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7720,9,input,13185024,59392,9,219250,219250,1751644,1800946
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7721,9,input,13244416,59392,9,219250,219250,1757146,1802424
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7722,9,input,13303808,59392,9,219250,219250,1748452,1802562
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7723,9,input,13363200,59392,9,219250,219250,1747894,1803536
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7724,9,input,13422592,59392,9,219250,219250,1751708,1802420
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7725,9,input,13481984,59392,9,219250,219250,1757180,1803320
citeseer,paper_paper_gcn_citeseer_latency-aware_independent_sparse-off_priority-batch-class_mapping-low-bits_seed-1_scope-aggregation_layer-0.json,0,7726,9,input,13541376,59392,9,219250,219250,1748904,1803772
